chunk_size,coreset_factor,repeat_factor,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,summary_size_mean,summary_size_std,avg_update_ms_mean,avg_update_ms_std,coreset_per_round_mean,repetitions_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,cost_sse_norm,tradeoff_score
1024,1.0,1.0,0.0668367666658014,0.0018043132489289056,21090.666666666668,50.806823688686805,53447.02313410276,5752.443014727016,0.7526906440277029,0.028178443026182203,239.66666666666666,0.5773502691896278,6.647780001124677,0.18121909201692066,3.0,10.0,0.6010609539212809,0.7526906440277029,0.9545714202985658,0.08877334702705,0.0,0.0,0.21644951831787895
