chunk_size,m_factor,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,summary_points_mean,summary_points_std,m_summary_mean,levels_used_mean,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,cost_sse_norm,tradeoff_score
4096,2.0,0.1352379999977226,0.01748811685347727,5632.0,0.0,22183.41917878119,416.4961196789805,0.6944479260785051,0.003521643276078124,64.0,0.0,32.0,2.0,38.66965555870492,5.576147762996004,10000.0,0.46792450872441277,0.6944479260785051,0.521555172131686,0.0,0.0,1.0,-0.1196112069670785
