chunk_size,coreset_factor,repeat_factor,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,summary_size_mean,summary_size_std,avg_update_ms_mean,avg_update_ms_std,coreset_per_round_mean,repetitions_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,tradeoff_score
1024,1.0,0.75,0.1200414333337297,0.01564259729248119,11504.0,27.712812921102035,800728.6458333334,151037.81530087316,0.9571538809580459,0.036514438531144756,239.66666666666666,0.5773502691896278,11.901966666603888,1.5748466569944528,3.0,7.0,0.9062060823720102,0.9571538809580459,0.8633301373187788,0.16565007255785189,0.004149377593360996,0.3892152061215862
