chunk_size,eps,c2,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,r_mean,r_std,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,cost_sse_norm,tradeoff_score
1024,2.5,2.0,0.01449493333348073,0.0006137580986853092,1016.0,0.0,35524.06697841652,2633.1592540161023,0.7597593121300313,0.009910815485322976,3.0,0.0,0.9994666615966707,0.12079428491051471,10000.0,0.620436533729634,0.7597593121300313,1.0,0.08439169630732021,0.125,0.03386396459784857,0.1891860847737078
