chunk_size,beta,gamma,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,num_phases_mean,final_summary_size_mean,final_lower_bound_mean,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,cost_sse_norm,tradeoff_score
4092,3.0,0.5,10.63341903333397,0.6582409058843007,16456.0,1144.0,33435.68330730745,82.3079528465599,0.7617610588503155,0.0024481752557251567,2.0,187.0,2859.234884973586,1.063341903333397,0.06582409058843013,10000.0,0.6327515548521542,0.7617610588503155,1.0,0.5033358844854797,0.3550561797752808,0.04725912165327142,0.02358720352149201
