seed,chunk_size,coreset_factor,repeat_factor,runtime_sec,memory,cost_sse,ari,nmi,quality,summary_size,max_chunk_summary_size,avg_update_ms,coreset_per_round,repetitions
42,1024,1.0,0.75,0.5969276000032551,21120.0,56791.09154057397,0.5956858088819841,0.7376867678763027,0.7376867678763027,240,24,59.639100001368206,3,7
77,1024,1.0,0.75,0.5988287000000128,21032.0,60037.135265487974,0.6362238024696004,0.7503497862035589,0.7503497862035589,239,24,59.852659999160096,3,7
211,1024,1.0,0.75,0.5560995000050752,21120.0,58555.46681032391,0.5798105959638147,0.7523994107613133,0.7523994107613133,240,24,55.578090001654346,3,7
42,1024,1.0,1.0,0.7858974000046146,21120.0,59543.35588150658,0.5689886604190261,0.7272778881316075,0.7272778881316075,240,24,78.5578400013037,3,10
77,1024,1.0,1.0,0.923342699999921,21032.0,52682.85455207654,0.5930104742046705,0.7477996207555729,0.7477996207555729,239,24,92.29226999814273,3,10
211,1024,1.0,1.0,0.788554099999601,21120.0,48114.858968725064,0.6411837271401462,0.7829944231959279,0.7829944231959279,240,24,78.82258000026923,3,10
42,1024,1.0,1.5,1.1922372999979416,21120.0,49421.176358172015,0.6147816876118606,0.7668225133314674,0.7668225133314674,240,24,119.19109000082244,3,14
77,1024,1.0,1.5,1.2392297999977018,21120.0,63181.42893321167,0.6013437867153908,0.7491600432472225,0.7491600432472225,240,24,123.89273999870056,3,14
211,1024,1.0,1.5,1.141523899997992,21120.0,61781.343555044594,0.574200638855198,0.747878347357452,0.747878347357452,240,24,114.12040999857709,3,14
42,1024,1.5,0.75,0.7611968999990495,28160.0,79925.05042402941,0.5461216162336756,0.736253171926222,0.736253171926222,320,32,76.0874999970838,4,7
77,1024,1.5,0.75,0.7423497999989195,28160.0,53604.29651822162,0.6603887505242979,0.7887134337107924,0.7887134337107924,320,32,74.19488000014098,4,7
211,1024,1.5,0.75,0.8615865000028862,28072.0,86368.08842120125,0.4599585120999825,0.6531017270023102,0.6531017270023102,319,32,86.1215800010541,4,7
42,1024,1.5,1.0,1.1342929000020376,28160.0,53761.13284897171,0.5979804823308836,0.7509483538113475,0.7509483538113475,320,32,113.38634000057937,4,10
77,1024,1.5,1.0,1.12187420000555,28160.0,54793.77852425519,0.5954954334974593,0.7548318991262313,0.7548318991262313,320,32,112.1564600012789,4,10
211,1024,1.5,1.0,1.005266300002404,28072.0,64192.8502504636,0.5621586844902804,0.7271685517890099,0.7271685517890099,319,32,100.49023000028683,4,10
42,1024,1.5,1.5,1.3980766000022413,28160.0,68714.71415668409,0.5314170740762977,0.694507706200554,0.694507706200554,320,32,139.77480999965337,4,14
77,1024,1.5,1.5,1.530228099996748,28160.0,62316.04704121305,0.6041054492146157,0.7428975205013194,0.7428975205013194,320,32,152.99267999944277,4,14
211,1024,1.5,1.5,1.4836856999972952,28160.0,46763.21047017544,0.6503377922670023,0.7853338219233377,0.7853338219233377,320,32,148.33584000152769,4,14
42,1024,2.0,0.75,0.9539049999948475,35112.0,79229.63973539817,0.5034224368691408,0.6583301978304923,0.6583301978304923,399,40,95.34588999886182,5,7
77,1024,2.0,0.75,0.9498946000021533,35112.0,91759.38898310545,0.506939609547068,0.6906487045636877,0.6906487045636877,399,40,94.93950999967637,5,7
211,1024,2.0,0.75,0.8649603000012576,35112.0,65712.47162602542,0.668351700271436,0.7874518267251468,0.7874518267251468,399,40,86.46285000140779,5,7
42,1024,2.0,1.0,1.142578200000571,35112.0,64169.650031277095,0.5815346047106464,0.7287194176255117,0.7287194176255117,399,40,114.20811000061803,5,10
77,1024,2.0,1.0,1.0992544000037014,35200.0,68083.656848821,0.6033649898889533,0.7406202531846745,0.7406202531846745,400,40,109.88735999926575,5,10
211,1024,2.0,1.0,1.1053585999979987,35112.0,48697.23058065546,0.6157746370756885,0.7482846685856697,0.7482846685856697,399,40,110.48346000025049,5,10
42,1024,2.0,1.5,1.692779500001052,35200.0,107200.62528110427,0.49102433812092033,0.6778729119572935,0.6778729119572935,400,40,169.24100999967777,5,14
77,1024,2.0,1.5,1.5863577999989502,35112.0,67939.28191608016,0.5532406520364607,0.7180794884450735,0.7180794884450735,399,40,158.60129999855417,5,14
211,1024,2.0,1.5,1.5952343000026303,35200.0,64202.262364063805,0.5824681840960062,0.7693123305917527,0.7693123305917527,400,40,159.48867999904905,5,14
