algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
[1]Guha2002_STREAMKMeans_Paper,0.99203,0.95487,622136.18028,10.0,high_dim_sparseish,,61.00197,,,8192.0,,,,,,,,,,1.0,3.0,48.0,,,,26907118.0,,10000.0,,,,,48.0,,77319.53761,16.0,4224.0,10000.0,0.99277,-4.51211,0.12933,211.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,0.99183,0.95525,622382.22523,10.0,high_dim_sparseish,,5.23478,1.5,,8192.0,,,,,10.0,,10088.00874,5070.0,0.25,,,,,,16.0,28145204.0,"[{'phase': 1, 'Li': 23.037564492672725, 'raw_start_index': 0, 'raw_consumed': 5228, 'summary_in_size': 0, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 0.14101858785667082, 'median_limit': 5228, 'cost_limit': 737.2020637655272, 'winner_processed_items': 5228, 'winner_raw_points_read': 5228, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 34.556346739009086, 'raw_start_index': 5228, 'raw_consumed': 0, 'summary_in_size': 5228, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 0.21152788178500623, 'median_limit': 5228, 'cost_limit': 1105.8030956482908, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 51.83452010851363, 'raw_start_index': 5229, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 0.3172918226775093, 'median_limit': 5228, 'cost_limit': 1658.7046434724361, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 77.75178016277044, 'raw_start_index': 5230, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 0.47593773401626405, 'median_limit': 5228, 'cost_limit': 2488.056965208654, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 116.62767024415567, 'raw_start_index': 5231, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 0.7139066010243961, 'median_limit': 5228, 'cost_limit': 3732.0854478129813, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 174.9415053662335, 'raw_start_index': 5232, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 1.070859901536594, 'median_limit': 5228, 'cost_limit': 5598.128171719472, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 262.41225804935027, 'raw_start_index': 5233, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 1.6062898523048912, 'median_limit': 5228, 'cost_limit': 8397.192257579209, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 393.6183870740254, 'raw_start_index': 5234, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 2.409434778457337, 'median_limit': 5228, 'cost_limit': 12595.788386368813, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 590.4275806110381, 'raw_start_index': 5235, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 3.6141521676860053, 'median_limit': 5228, 'cost_limit': 18893.68257955322, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 885.6413709165572, 'raw_start_index': 5236, 'raw_consumed': 0, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 5.4212282515290084, 'median_limit': 5228, 'cost_limit': 28340.52386932983, 'winner_processed_items': 5228, 'winner_raw_points_read': 0, 'winner_num_centers': 5228, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 1328.4620563748358, 'raw_start_index': 5237, 'raw_consumed': 4, 'summary_in_size': 5229, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 8.131842377293513, 'median_limit': 5228, 'cost_limit': 42510.785803994746, 'winner_processed_items': 5233, 'winner_raw_points_read': 4, 'winner_num_centers': 5228, 'winner_cost': 34.27931404509678, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 1992.6930845622537, 'raw_start_index': 5241, 'raw_consumed': 24, 'summary_in_size': 5228, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 12.197763565940269, 'median_limit': 5228, 'cost_limit': 63766.17870599212, 'winner_processed_items': 5252, 'winner_raw_points_read': 24, 'winner_num_centers': 5228, 'winner_cost': 226.40736867964773, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 2989.0396268433806, 'raw_start_index': 5265, 'raw_consumed': 126, 'summary_in_size': 5228, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 18.296645348910403, 'median_limit': 5228, 'cost_limit': 95649.26805898818, 'winner_processed_items': 5354, 'winner_raw_points_read': 126, 'winner_num_centers': 5228, 'winner_cost': 1682.7830518053481, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 4483.559440265071, 'raw_start_index': 5391, 'raw_consumed': 521, 'summary_in_size': 5228, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 27.444968023365607, 'median_limit': 5228, 'cost_limit': 143473.90208848228, 'winner_processed_items': 5749, 'winner_raw_points_read': 521, 'winner_num_centers': 5228, 'winner_cost': 9418.868269238015, 'num_parallel_runs': 19}, {'phase': 15, 'Li': 6725.339160397607, 'raw_start_index': 5912, 'raw_consumed': 1454, 'summary_in_size': 5228, 'summary_out_size': 5228, 'chunk_size': 8192, 'facility_cost': 41.16745203504841, 'median_limit': 5228, 'cost_limit': 215210.85313272342, 'winner_processed_items': 6682, 'winner_raw_points_read': 1454, 'winner_num_centers': 5228, 'winner_cost': 35238.37158133232, 'num_parallel_runs': 19}, {'phase': 16, 'Li': 10088.008740596411, 'raw_start_index': 7366, 'raw_consumed': 2634, 'summary_in_size': 5228, 'summary_out_size': 5070, 'chunk_size': 8192, 'facility_cost': 61.75117805257262, 'median_limit': 5228, 'cost_limit': 322816.27969908516, 'winner_processed_items': 7862, 'winner_raw_points_read': 2634, 'winner_num_centers': 5070, 'winner_cost': 80703.43119855234, 'num_parallel_runs': 19}]",10000.0,,,,,,,191.02978,16.0,446160.0,10000.0,0.99259,-4.47434,52.34785,211.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.25,25.0,blobs,,,,,,,,,,,,,,,,,,,,,16364146.0,,10000.0,,,,,,,532213.30114,8.0,1040800.0,10000.0,1.0,0.0,0.01878,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.67441,4.0499,4032536.5,25.0,blobs,Ailon2009 tuned (no refinement),165.09314,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,54976456.0,,10000.0,,1.0,10.0,,,48.0,30262.37857,8.0,5184.0,10000.0,0.82534,304.99095,0.33044,42.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99862,1.0,995718.63454,25.0,blobs,,7.16345,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,32663916.0,,10000.0,10.0,,,0.0,,,533606.08423,8.0,2984.0,10000.0,0.99772,0.00084,0.01874,42.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,995710.19087,25.0,blobs,,41.55718,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,32684400.0,,10000.0,,,,,32.0,,114049.03581,8.0,6656.0,10000.0,1.0,-0.0,0.08768,42.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,1.0,1.00228,997987.31008,25.0,blobs,,2.18583,1.5,,8192.0,,,,,25.0,,30032.35918,1911.0,0.25,,,,,,15.0,35056900.0,"[{'phase': 1, 'Li': 102.87546769298955, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.2594519862352667, 'median_limit': 2614, 'cost_limit': 3292.0149661756654, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 154.3132015394843, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.8891779793529, 'median_limit': 2614, 'cost_limit': 4938.022449263498, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 231.46980230922645, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 2.83376696902935, 'median_limit': 2614, 'cost_limit': 7407.0336738952465, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 347.2047034638397, 'raw_start_index': 2616, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 4.250650453544025, 'median_limit': 2614, 'cost_limit': 11110.55051084287, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 520.8070551957595, 'raw_start_index': 2617, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 6.375975680316037, 'median_limit': 2614, 'cost_limit': 16665.825766264305, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 781.2105827936393, 'raw_start_index': 2618, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 9.563963520474056, 'median_limit': 2614, 'cost_limit': 24998.73864939646, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 1171.815874190459, 'raw_start_index': 2619, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 14.345945280711085, 'median_limit': 2614, 'cost_limit': 37498.10797409469, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 1757.7238112856885, 'raw_start_index': 2620, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 21.518917921066627, 'median_limit': 2614, 'cost_limit': 56247.16196114203, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 2636.5857169285327, 'raw_start_index': 2621, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 32.27837688159994, 'median_limit': 2614, 'cost_limit': 84370.74294171305, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 3954.878575392799, 'raw_start_index': 2622, 'raw_consumed': 3, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 48.41756532239991, 'median_limit': 2614, 'cost_limit': 126556.11441256957, 'winner_processed_items': 2618, 'winner_raw_points_read': 3, 'winner_num_centers': 2614, 'winner_cost': 158.72753505729497, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 5932.317863089199, 'raw_start_index': 2625, 'raw_consumed': 57, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 72.62634798359987, 'median_limit': 2614, 'cost_limit': 189834.17161885437, 'winner_processed_items': 2671, 'winner_raw_points_read': 57, 'winner_num_centers': 2614, 'winner_cost': 3388.83959642668, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 8898.476794633798, 'raw_start_index': 2682, 'raw_consumed': 503, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 108.9395219753998, 'median_limit': 2614, 'cost_limit': 284751.25742828153, 'winner_processed_items': 3117, 'winner_raw_points_read': 503, 'winner_num_centers': 2614, 'winner_cost': 39161.00542976495, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 13347.715191950698, 'raw_start_index': 3185, 'raw_consumed': 1551, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 163.4092829630997, 'median_limit': 2614, 'cost_limit': 427126.8861424223, 'winner_processed_items': 4165, 'winner_raw_points_read': 1551, 'winner_num_centers': 2614, 'winner_cost': 138940.0387482237, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 20021.572787926045, 'raw_start_index': 4736, 'raw_consumed': 3183, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 245.11392444464954, 'median_limit': 2614, 'cost_limit': 640690.3292136334, 'winner_processed_items': 5797, 'winner_raw_points_read': 3183, 'winner_num_centers': 2614, 'winner_cost': 299519.3933148111, 'num_parallel_runs': 19}, {'phase': 15, 'Li': 30032.359181889067, 'raw_start_index': 7919, 'raw_consumed': 2081, 'summary_in_size': 2614, 'summary_out_size': 1911, 'chunk_size': 8192, 'facility_cost': 367.6708866669743, 'median_limit': 2614, 'cost_limit': 961035.4938204502, 'winner_processed_items': 4695, 'winner_raw_points_read': 2081, 'winner_num_centers': 1911, 'winner_cost': 289884.7427577099, 'num_parallel_runs': 19}]",10000.0,,,,,,,457.49096,8.0,397488.0,10000.0,1.0,0.22868,21.85835,42.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.25,25.0,blobs,,,,,,,,,,,,,,,,,,,,,16364194.0,,10000.0,,,,,,,660934.86325,8.0,1040800.0,10000.0,1.0,0.0,0.01513,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.81104,2.6097,2598507.0,25.0,blobs,Ailon2009 tuned (no refinement),164.76108,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,54975691.0,,10000.0,,1.0,10.0,,,48.0,30323.54087,8.0,5184.0,10000.0,0.90646,160.97019,0.32977,77.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.9833,1.00256,998260.60702,25.0,blobs,,7.25245,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,32662613.0,,10000.0,10.0,,,0.0,,,560811.88963,8.0,2984.0,10000.0,0.98322,0.25613,0.01783,77.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,0.99999,995710.19087,25.0,blobs,,32.88281,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,32679807.0,,10000.0,,,,,32.0,,142385.82948,8.0,6656.0,10000.0,1.0,-0.0,0.07023,77.0,insertion-only,Kmeans_sweep
[16]Charikar_PLS_KMeans,1.0,1.00258,998289.08059,25.0,blobs,,2.16465,1.5,,8192.0,,,,,25.0,,30032.35918,1921.0,0.25,,,,,,15.0,35058746.0,"[{'phase': 1, 'Li': 102.87546769298955, 'raw_start_index': 0, 'raw_consumed': 2614, 'summary_in_size': 0, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.2594519862352667, 'median_limit': 2614, 'cost_limit': 3292.0149661756654, 'winner_processed_items': 2614, 'winner_raw_points_read': 2614, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 2, 'Li': 154.3132015394843, 'raw_start_index': 2614, 'raw_consumed': 0, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 1.8891779793529, 'median_limit': 2614, 'cost_limit': 4938.022449263498, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 3, 'Li': 231.46980230922645, 'raw_start_index': 2615, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 2.83376696902935, 'median_limit': 2614, 'cost_limit': 7407.0336738952465, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 4, 'Li': 347.2047034638397, 'raw_start_index': 2616, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 4.250650453544025, 'median_limit': 2614, 'cost_limit': 11110.55051084287, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 5, 'Li': 520.8070551957595, 'raw_start_index': 2617, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 6.375975680316037, 'median_limit': 2614, 'cost_limit': 16665.825766264305, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 6, 'Li': 781.2105827936393, 'raw_start_index': 2618, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 9.563963520474056, 'median_limit': 2614, 'cost_limit': 24998.73864939646, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 7, 'Li': 1171.815874190459, 'raw_start_index': 2619, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 14.345945280711085, 'median_limit': 2614, 'cost_limit': 37498.10797409469, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 8, 'Li': 1757.7238112856885, 'raw_start_index': 2620, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 21.518917921066627, 'median_limit': 2614, 'cost_limit': 56247.16196114203, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 9, 'Li': 2636.5857169285327, 'raw_start_index': 2621, 'raw_consumed': 0, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 32.27837688159994, 'median_limit': 2614, 'cost_limit': 84370.74294171305, 'winner_processed_items': 2614, 'winner_raw_points_read': 0, 'winner_num_centers': 2614, 'winner_cost': 0.0, 'num_parallel_runs': 19}, {'phase': 10, 'Li': 3954.878575392799, 'raw_start_index': 2622, 'raw_consumed': 2, 'summary_in_size': 2615, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 48.41756532239991, 'median_limit': 2614, 'cost_limit': 126556.11441256957, 'winner_processed_items': 2617, 'winner_raw_points_read': 2, 'winner_num_centers': 2614, 'winner_cost': 118.07999352580532, 'num_parallel_runs': 19}, {'phase': 11, 'Li': 5932.317863089199, 'raw_start_index': 2624, 'raw_consumed': 62, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 72.62634798359987, 'median_limit': 2614, 'cost_limit': 189834.17161885437, 'winner_processed_items': 2676, 'winner_raw_points_read': 62, 'winner_num_centers': 2614, 'winner_cost': 3677.0922914427165, 'num_parallel_runs': 19}, {'phase': 12, 'Li': 8898.476794633798, 'raw_start_index': 2686, 'raw_consumed': 502, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 108.9395219753998, 'median_limit': 2614, 'cost_limit': 284751.25742828153, 'winner_processed_items': 3116, 'winner_raw_points_read': 502, 'winner_num_centers': 2614, 'winner_cost': 38789.66033620716, 'num_parallel_runs': 19}, {'phase': 13, 'Li': 13347.715191950698, 'raw_start_index': 3188, 'raw_consumed': 1584, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 163.4092829630997, 'median_limit': 2614, 'cost_limit': 427126.8861424223, 'winner_processed_items': 4198, 'winner_raw_points_read': 1584, 'winner_num_centers': 2614, 'winner_cost': 142422.87945120392, 'num_parallel_runs': 19}, {'phase': 14, 'Li': 20021.572787926045, 'raw_start_index': 4772, 'raw_consumed': 3163, 'summary_in_size': 2614, 'summary_out_size': 2614, 'chunk_size': 8192, 'facility_cost': 245.11392444464954, 'median_limit': 2614, 'cost_limit': 640690.3292136334, 'winner_processed_items': 5777, 'winner_raw_points_read': 3163, 'winner_num_centers': 2614, 'winner_cost': 295585.35914766684, 'num_parallel_runs': 19}, {'phase': 15, 'Li': 30032.359181889067, 'raw_start_index': 7935, 'raw_consumed': 2065, 'summary_in_size': 2614, 'summary_out_size': 1921, 'chunk_size': 8192, 'facility_cost': 367.6708866669743, 'median_limit': 2614, 'cost_limit': 961035.4938204502, 'winner_processed_items': 4679, 'winner_raw_points_read': 2065, 'winner_num_centers': 1921, 'winner_cost': 285957.82380280824, 'num_parallel_runs': 19}]",10000.0,,,,,,,461.96725,8.0,399568.0,10000.0,1.0,0.25899,21.64655,77.0,insertion-only,Kmeans_sweep
KMeans(sk),1.0,1.0,995710.1875,25.0,blobs,,,,,,,,,,,,,,,,,,,,,16364304.0,,10000.0,,,,,,,654402.08127,8.0,1040800.0,10000.0,1.0,0.0,0.01528,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means#,0.81703,2.99505,2982208.0,25.0,blobs,Ailon2009 tuned (no refinement),168.32858,,,8192.0,1.0,3.0,,,,,,,,,,,24.0,,,54975742.0,,10000.0,,1.0,10.0,,,48.0,29681.9505,8.0,5184.0,10000.0,0.89892,199.50562,0.3369,211.0,insertion-only,Kmeans_sweep
Boutsidis2014_RandomProj_STREAMING,0.99635,1.00017,995880.8135,25.0,blobs,,6.88722,,2.0,8192.0,,,0.0,25.0,,2.5,,,,,,,,batch_stream_wrapper,,32662332.0,,10000.0,10.0,,,0.0,,,577707.72643,8.0,2984.0,10000.0,0.99534,0.01713,0.0173,211.0,insertion-only,Kmeans_sweep
[1]Guha2002_STREAMKMeans_Paper,1.0,1.0,995710.19087,25.0,blobs,,32.51562,,,8192.0,,,,,,,,,,1.0,3.0,32.0,,,,32680083.0,,10000.0,,,,,32.0,,143201.50771,8.0,6656.0,10000.0,1.0,0.0,0.06983,211.0,insertion-only,Kmeans_sweep
