chunk_size,beta,gamma,runtime_sec_mean,runtime_sec_std,memory_mean,memory_std,cost_sse_mean,cost_sse_std,quality_mean,quality_std,num_phases_mean,final_summary_size_mean,final_lower_bound_mean,avg_update_ms_mean,avg_update_ms_std,points_seen_mean,ari_mean,nmi_mean,quality_norm,runtime_norm,memory_norm,tradeoff_score
64,10.0,20.0,0.22700905008241534,0.004579435531903824,11200.0,0.0,1109.7623357480143,0.0,1.0,0.0,1.0,200.0,0.8127899870337071,1.1350452504120767,0.022897177659519118,200.0,1.0,1.0,0.0,0.0,0.0,0.0
64,5.0,50.0,0.22731184994336218,0.0038491358496951806,11200.0,0.0,1109.7623357480143,0.0,1.0,0.0,1.0,200.0,1.6255799740674142,1.1365592497168109,0.0192456792484759,200.0,1.0,1.0,0.0,0.0005378458305249558,0.0,-0.00013446145763123895
64,10.0,50.0,0.2416552499635145,0.007179891639850557,11200.0,0.0,1109.7623357480143,0.0,1.0,0.0,1.0,200.0,0.8127899870337071,1.2082762498175725,0.03589945819925278,200.0,1.0,1.0,0.0,0.026015195365190116,0.0,-0.006503798841297529
64,5.0,20.0,0.7899954000022262,0.7998084801168639,11200.0,0.0,1109.7623357480143,0.0,1.0,0.0,1.0,200.0,1.6255799740674142,3.949977000011131,3.9990424005843193,200.0,1.0,1.0,0.0,1.0,0.0,-0.25
