algorithm,ari,cost_ratio_vs_kmeans,cost_sse,d,dataset,extra__algorithm,extra__avg_update_ms,extra__beta,extra__c2,extra__chunk_size,extra__coreset_factor,extra__coreset_per_round,extra__cost_is_approx,extra__d,extra__dimension,extra__eps,extra__final_lower_bound,extra__final_summary_size,extra__gamma,extra__levels_used,extra__m_factor,extra__m_summary,extra__max_chunk_summary_size,extra__mode,extra__num_phases,extra__peak_mem_bytes,extra__phase_summaries,extra__points_seen,extra__r,extra__repeat_factor,extra__repetitions,extra__stream_is_single_pass,extra__summary_points,extra__summary_size,extra__throughput_pts_per_sec,k,memory,n,nmi,quality_loss_pct_vs_kmeans,runtime_sec,seed,stream_model,sweep_id
KMeans(sk),0.06367,1.0,2169687.25,54.0,real_covertype,,,,,,,,,,,,,,,,,,,,,152837765.0,,50000.0,,,,,,,39981.666,7.0,11001512.0,50000.0,0.16732,0.0,1.25057,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.06256,1.28926,2797300.0,54.0,real_covertype,Ailon2009 tuned (no refinement),306.9187,,,8192.0,1.0,2.0,,,,,,,,,,,14.0,,,4442680.0,,50000.0,,1.0,11.0,,,98.0,23101.21631,7.0,21952.0,50000.0,0.13476,28.92641,2.16438,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.0207,1.05923,2298197.99294,54.0,real_covertype,,139.82218,,2.0,8192.0,,,0.0,54.0,,2.5,,,,,,,,batch_stream_wrapper,,27622657.0,,50000.0,10.0,,,0.0,,,45384.31529,7.0,5520.0,50000.0,0.05289,5.923,1.1017,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.08709,1.00804,2187132.40558,54.0,real_covertype,,337.40304,,,8192.0,,,,,,,,,,3.0,3.0,32.0,,,,30536715.0,,50000.0,,,,,96.0,,19377.67285,7.0,42240.0,50000.0,0.17139,0.80404,2.58028,77.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.0701,0.99896,2167447.84808,54.0,real_covertype,,14.07657,1.5,,8192.0,,,,,54.0,,2871.95222,2403.0,0.25,,,,,,17.0,50151364.0,"[{'phase': 1, 'Li': 4.372371612802037, 'raw_start_index': 0, 'raw_consumed': 2653, 'summary_in_size': 0, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.05284570497725992, 'median_limit': 2648, 'cost_limit': 139.91589160966518, 'winner_processed_items': 2653, 'winner_raw_points_read': 2653, 'winner_num_centers': 2648, 'winner_cost': 0.14111423425650926, 'num_parallel_runs': 22}, {'phase': 2, 'Li': 6.558557419203055, 'raw_start_index': 2653, 'raw_consumed': 3, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.07926855746588987, 'median_limit': 2648, 'cost_limit': 209.87383741449776, 'winner_processed_items': 2651, 'winner_raw_points_read': 3, 'winner_num_centers': 2648, 'winner_cost': 0.12949759962647178, 'num_parallel_runs': 22}, {'phase': 3, 'Li': 9.837836128804582, 'raw_start_index': 2656, 'raw_consumed': 6, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.11890283619883482, 'median_limit': 2648, 'cost_limit': 314.81075612174664, 'winner_processed_items': 2654, 'winner_raw_points_read': 6, 'winner_num_centers': 2648, 'winner_cost': 0.5066322203078855, 'num_parallel_runs': 22}, {'phase': 4, 'Li': 14.756754193206874, 'raw_start_index': 2662, 'raw_consumed': 10, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.17835425429825222, 'median_limit': 2648, 'cost_limit': 472.21613418261995, 'winner_processed_items': 2658, 'winner_raw_points_read': 10, 'winner_num_centers': 2648, 'winner_cost': 1.0446497816959486, 'num_parallel_runs': 22}, {'phase': 5, 'Li': 22.13513128981031, 'raw_start_index': 2672, 'raw_consumed': 24, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.2675313814473783, 'median_limit': 2648, 'cost_limit': 708.3242012739299, 'winner_processed_items': 2672, 'winner_raw_points_read': 24, 'winner_num_centers': 2648, 'winner_cost': 4.455458863285049, 'num_parallel_runs': 22}, {'phase': 6, 'Li': 33.20269693471546, 'raw_start_index': 2696, 'raw_consumed': 50, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.40129707217106747, 'median_limit': 2648, 'cost_limit': 1062.4863019108948, 'winner_processed_items': 2698, 'winner_raw_points_read': 50, 'winner_num_centers': 2648, 'winner_cost': 11.990732353318428, 'num_parallel_runs': 22}, {'phase': 7, 'Li': 49.80404540207319, 'raw_start_index': 2746, 'raw_consumed': 90, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.6019456082566012, 'median_limit': 2648, 'cost_limit': 1593.7294528663422, 'winner_processed_items': 2738, 'winner_raw_points_read': 90, 'winner_num_centers': 2648, 'winner_cost': 32.490904436586376, 'num_parallel_runs': 22}, {'phase': 8, 'Li': 74.70606810310979, 'raw_start_index': 2836, 'raw_consumed': 188, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.9029184123849018, 'median_limit': 2648, 'cost_limit': 2390.594179299513, 'winner_processed_items': 2836, 'winner_raw_points_read': 188, 'winner_num_centers': 2648, 'winner_cost': 98.28600598002075, 'num_parallel_runs': 22}, {'phase': 9, 'Li': 112.05910215466469, 'raw_start_index': 3024, 'raw_consumed': 347, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 1.3543776185773526, 'median_limit': 2648, 'cost_limit': 3585.89126894927, 'winner_processed_items': 2995, 'winner_raw_points_read': 347, 'winner_num_centers': 2648, 'winner_cost': 247.87736748059797, 'num_parallel_runs': 22}, {'phase': 10, 'Li': 168.08865323199703, 'raw_start_index': 3371, 'raw_consumed': 633, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 2.031566427866029, 'median_limit': 2648, 'cost_limit': 5378.836903423905, 'winner_processed_items': 3281, 'winner_raw_points_read': 633, 'winner_num_centers': 2648, 'winner_cost': 614.6950757120409, 'num_parallel_runs': 22}, {'phase': 11, 'Li': 252.13297984799556, 'raw_start_index': 4004, 'raw_consumed': 1109, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 3.0473496417990438, 'median_limit': 2648, 'cost_limit': 8068.255355135858, 'winner_processed_items': 3757, 'winner_raw_points_read': 1109, 'winner_num_centers': 2648, 'winner_cost': 1344.0648447405597, 'num_parallel_runs': 22}, {'phase': 12, 'Li': 378.19946977199334, 'raw_start_index': 5113, 'raw_consumed': 1987, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 4.571024462698565, 'median_limit': 2648, 'cost_limit': 12102.383032703787, 'winner_processed_items': 4635, 'winner_raw_points_read': 1987, 'winner_num_centers': 2648, 'winner_cost': 2784.121646607877, 'num_parallel_runs': 22}, {'phase': 13, 'Li': 567.29920465799, 'raw_start_index': 7100, 'raw_consumed': 3315, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 6.856536694047849, 'median_limit': 2648, 'cost_limit': 18153.57454905568, 'winner_processed_items': 5963, 'winner_raw_points_read': 3315, 'winner_num_centers': 2648, 'winner_cost': 5168.45039224608, 'num_parallel_runs': 22}, {'phase': 14, 'Li': 850.948806986985, 'raw_start_index': 10415, 'raw_consumed': 5499, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 10.284805041071772, 'median_limit': 2648, 'cost_limit': 27230.36182358352, 'winner_processed_items': 8147, 'winner_raw_points_read': 5499, 'winner_num_centers': 2648, 'winner_cost': 8967.87571747387, 'num_parallel_runs': 22}, {'phase': 15, 'Li': 1276.4232104804776, 'raw_start_index': 15914, 'raw_consumed': 8784, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 15.42720756160766, 'median_limit': 2648, 'cost_limit': 40845.54273537528, 'winner_processed_items': 11432, 'winner_raw_points_read': 8784, 'winner_num_centers': 2648, 'winner_cost': 14491.176301017222, 'num_parallel_runs': 22}, {'phase': 16, 'Li': 1914.6348157207162, 'raw_start_index': 24698, 'raw_consumed': 13237, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 23.14081134241149, 'median_limit': 2648, 'cost_limit': 61268.31410306292, 'winner_processed_items': 15885, 'winner_raw_points_read': 13237, 'winner_num_centers': 2648, 'winner_cost': 22127.835577338774, 'num_parallel_runs': 22}, {'phase': 17, 'Li': 2871.9522235810746, 'raw_start_index': 37935, 'raw_consumed': 12065, 'summary_in_size': 2648, 'summary_out_size': 2403, 'chunk_size': 8192, 'facility_cost': 34.71121701361724, 'median_limit': 2648, 'cost_limit': 91902.47115459439, 'winner_processed_items': 14713, 'winner_raw_points_read': 12065, 'winner_num_centers': 2403, 'winner_cost': 22906.957090312364, 'num_parallel_runs': 22}]",50000.0,,,,,,,71.03999,7.0,1057320.0,50000.0,0.16294,-0.10321,703.82892,77.0,insertion-only,Kmeans_sweep
KMeans(sk),0.07191,1.0,2169800.5,54.0,real_covertype,,,,,,,,,,,,,,,,,,,,,152837936.0,,50000.0,,,,,,,48944.62659,7.0,11001512.0,50000.0,0.14506,0.0,1.02156,211.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.03928,1.21965,2646406.25,54.0,real_covertype,Ailon2009 tuned (no refinement),329.29821,,,8192.0,1.0,2.0,,,,,,,,,,,14.0,,,4442884.0,,50000.0,,1.0,11.0,,,98.0,21594.50919,7.0,21952.0,50000.0,0.05719,21.96541,2.3154,211.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.03867,1.04265,2262344.57506,54.0,real_covertype,,149.95177,,2.0,8192.0,,,0.0,54.0,,2.5,,,,,,,,batch_stream_wrapper,,27622330.0,,50000.0,10.0,,,0.0,,,42113.53336,7.0,5520.0,50000.0,0.07907,4.26509,1.18726,211.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.05012,1.00311,2176565.53602,54.0,real_covertype,,406.72874,,,8192.0,,,,,,,,,,3.0,3.0,32.0,,,,30538450.0,,50000.0,,,,,96.0,,16207.58677,7.0,42240.0,50000.0,0.14087,0.31178,3.08497,211.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.0727,0.99856,2166695.88403,54.0,real_covertype,,13.02812,1.5,,8192.0,,,,,54.0,,2871.95222,2363.0,0.25,,,,,,17.0,50151368.0,"[{'phase': 1, 'Li': 4.372371612802037, 'raw_start_index': 0, 'raw_consumed': 2652, 'summary_in_size': 0, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.05284570497725992, 'median_limit': 2648, 'cost_limit': 139.91589160966518, 'winner_processed_items': 2652, 'winner_raw_points_read': 2652, 'winner_num_centers': 2648, 'winner_cost': 0.10346129822386985, 'num_parallel_runs': 22}, {'phase': 2, 'Li': 6.558557419203055, 'raw_start_index': 2652, 'raw_consumed': 4, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.07926855746588987, 'median_limit': 2648, 'cost_limit': 209.87383741449776, 'winner_processed_items': 2652, 'winner_raw_points_read': 4, 'winner_num_centers': 2648, 'winner_cost': 0.1671505356591112, 'num_parallel_runs': 22}, {'phase': 3, 'Li': 9.837836128804582, 'raw_start_index': 2656, 'raw_consumed': 5, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.11890283619883482, 'median_limit': 2648, 'cost_limit': 314.81075612174664, 'winner_processed_items': 2653, 'winner_raw_points_read': 5, 'winner_num_centers': 2648, 'winner_cost': 0.407703156590955, 'num_parallel_runs': 22}, {'phase': 4, 'Li': 14.756754193206874, 'raw_start_index': 2661, 'raw_consumed': 12, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.17835425429825222, 'median_limit': 2648, 'cost_limit': 472.21613418261995, 'winner_processed_items': 2660, 'winner_raw_points_read': 12, 'winner_num_centers': 2648, 'winner_cost': 1.369081039342607, 'num_parallel_runs': 22}, {'phase': 5, 'Li': 22.13513128981031, 'raw_start_index': 2673, 'raw_consumed': 23, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.2675313814473783, 'median_limit': 2648, 'cost_limit': 708.3242012739299, 'winner_processed_items': 2671, 'winner_raw_points_read': 23, 'winner_num_centers': 2648, 'winner_cost': 3.9456499978354884, 'num_parallel_runs': 22}, {'phase': 6, 'Li': 33.20269693471546, 'raw_start_index': 2696, 'raw_consumed': 47, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.40129707217106747, 'median_limit': 2648, 'cost_limit': 1062.4863019108948, 'winner_processed_items': 2695, 'winner_raw_points_read': 47, 'winner_num_centers': 2648, 'winner_cost': 12.102072617199749, 'num_parallel_runs': 22}, {'phase': 7, 'Li': 49.80404540207319, 'raw_start_index': 2743, 'raw_consumed': 96, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.6019456082566012, 'median_limit': 2648, 'cost_limit': 1593.7294528663422, 'winner_processed_items': 2744, 'winner_raw_points_read': 96, 'winner_num_centers': 2648, 'winner_cost': 35.020416278399466, 'num_parallel_runs': 22}, {'phase': 8, 'Li': 74.70606810310979, 'raw_start_index': 2839, 'raw_consumed': 164, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 0.9029184123849018, 'median_limit': 2648, 'cost_limit': 2390.594179299513, 'winner_processed_items': 2812, 'winner_raw_points_read': 164, 'winner_num_centers': 2648, 'winner_cost': 87.79995771122942, 'num_parallel_runs': 22}, {'phase': 9, 'Li': 112.05910215466469, 'raw_start_index': 3003, 'raw_consumed': 339, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 1.3543776185773526, 'median_limit': 2648, 'cost_limit': 3585.89126894927, 'winner_processed_items': 2987, 'winner_raw_points_read': 339, 'winner_num_centers': 2648, 'winner_cost': 239.12077107528188, 'num_parallel_runs': 22}, {'phase': 10, 'Li': 168.08865323199703, 'raw_start_index': 3342, 'raw_consumed': 644, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 2.031566427866029, 'median_limit': 2648, 'cost_limit': 5378.836903423905, 'winner_processed_items': 3292, 'winner_raw_points_read': 644, 'winner_num_centers': 2648, 'winner_cost': 620.1259157014588, 'num_parallel_runs': 22}, {'phase': 11, 'Li': 252.13297984799556, 'raw_start_index': 3986, 'raw_consumed': 1175, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 3.0473496417990438, 'median_limit': 2648, 'cost_limit': 8068.255355135858, 'winner_processed_items': 3823, 'winner_raw_points_read': 1175, 'winner_num_centers': 2648, 'winner_cost': 1450.5684442542713, 'num_parallel_runs': 22}, {'phase': 12, 'Li': 378.19946977199334, 'raw_start_index': 5161, 'raw_consumed': 2011, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 4.571024462698565, 'median_limit': 2648, 'cost_limit': 12102.383032703787, 'winner_processed_items': 4659, 'winner_raw_points_read': 2011, 'winner_num_centers': 2648, 'winner_cost': 2797.05500093703, 'num_parallel_runs': 22}, {'phase': 13, 'Li': 567.29920465799, 'raw_start_index': 7172, 'raw_consumed': 3408, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 6.856536694047849, 'median_limit': 2648, 'cost_limit': 18153.57454905568, 'winner_processed_items': 6056, 'winner_raw_points_read': 3408, 'winner_num_centers': 2648, 'winner_cost': 5160.654053116134, 'num_parallel_runs': 22}, {'phase': 14, 'Li': 850.948806986985, 'raw_start_index': 10580, 'raw_consumed': 5290, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 10.284805041071772, 'median_limit': 2648, 'cost_limit': 27230.36182358352, 'winner_processed_items': 7938, 'winner_raw_points_read': 5290, 'winner_num_centers': 2648, 'winner_cost': 8665.910518153793, 'num_parallel_runs': 22}, {'phase': 15, 'Li': 1276.4232104804776, 'raw_start_index': 15870, 'raw_consumed': 8765, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 15.42720756160766, 'median_limit': 2648, 'cost_limit': 40845.54273537528, 'winner_processed_items': 11413, 'winner_raw_points_read': 8765, 'winner_num_centers': 2648, 'winner_cost': 14531.9168140477, 'num_parallel_runs': 22}, {'phase': 16, 'Li': 1914.6348157207162, 'raw_start_index': 24635, 'raw_consumed': 13424, 'summary_in_size': 2648, 'summary_out_size': 2648, 'chunk_size': 8192, 'facility_cost': 23.14081134241149, 'median_limit': 2648, 'cost_limit': 61268.31410306292, 'winner_processed_items': 16072, 'winner_raw_points_read': 13424, 'winner_num_centers': 2648, 'winner_cost': 22310.194925642176, 'num_parallel_runs': 22}, {'phase': 17, 'Li': 2871.9522235810746, 'raw_start_index': 38059, 'raw_consumed': 11941, 'summary_in_size': 2648, 'summary_out_size': 2363, 'chunk_size': 8192, 'facility_cost': 34.71121701361724, 'median_limit': 2648, 'cost_limit': 91902.47115459439, 'winner_processed_items': 14589, 'winner_raw_points_read': 11941, 'winner_num_centers': 2363, 'winner_cost': 22873.57934270257, 'num_parallel_runs': 22}]",50000.0,,,,,,,76.75701,7.0,1039720.0,50000.0,0.15918,-0.14308,651.40629,211.0,insertion-only,Kmeans_sweep
KMeans(sk),0.27007,1.0,883887.9375,50.0,real_mnist_pca50,,,,,,,,,,,,,,,,,,,,,80918704.0,,20000.0,,,,,,,41390.75417,10.0,4082000.0,20000.0,0.40552,0.0,0.48319,42.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.02549,1.46754,1297141.125,50.0,real_mnist_pca50,Ailon2009 tuned (no refinement),160.18949,,,8192.0,1.0,3.0,,,,,,,,,,,30.0,,,3061867.0,,20000.0,,1.0,10.0,,,90.0,41073.04142,10.0,18720.0,20000.0,0.11781,46.75402,0.48693,42.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.05065,1.05443,932002.8498,50.0,real_mnist_pca50,,51.52776,,2.0,8192.0,,,0.0,50.0,,2.5,,,,,,,,batch_stream_wrapper,,11394694.0,,20000.0,10.0,,,0.0,,,110716.4684,10.0,6480.0,20000.0,0.10213,5.44355,0.18064,42.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.38295,1.00913,891960.01259,50.0,real_mnist_pca50,,183.10866,,,8192.0,,,,,,,,,,2.0,3.0,32.0,,,,14637418.0,,20000.0,,,,,64.0,,32646.29211,10.0,26112.0,20000.0,0.50702,0.91324,0.61262,42.0,insertion-only,Kmeans_sweep
[Charikar2003] PLS KMeans,0.32136,1.00571,888941.68996,50.0,real_mnist_pca50,,22.30835,1.5,,8192.0,,,,,50.0,,21181.98552,2536.0,0.25,,,,,,17.0,41417572.0,"[{'phase': 1, 'Li': 32.248277474313774, 'raw_start_index': 0, 'raw_consumed': 3490, 'summary_in_size': 0, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 0.2957611252265116, 'median_limit': 3490, 'cost_limit': 1031.9448791780408, 'winner_processed_items': 3490, 'winner_raw_points_read': 3490, 'winner_num_centers': 3490, 'winner_cost': 0.0, 'num_parallel_runs': 20}, {'phase': 2, 'Li': 48.372416211470664, 'raw_start_index': 3490, 'raw_consumed': 0, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 0.44364168783976743, 'median_limit': 3490, 'cost_limit': 1547.9173187670613, 'winner_processed_items': 3490, 'winner_raw_points_read': 0, 'winner_num_centers': 3490, 'winner_cost': 0.0, 'num_parallel_runs': 20}, {'phase': 3, 'Li': 72.558624317206, 'raw_start_index': 3491, 'raw_consumed': 0, 'summary_in_size': 3491, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 0.6654625317596511, 'median_limit': 3490, 'cost_limit': 2321.875978150592, 'winner_processed_items': 3490, 'winner_raw_points_read': 0, 'winner_num_centers': 3490, 'winner_cost': 0.0, 'num_parallel_runs': 20}, {'phase': 4, 'Li': 108.83793647580899, 'raw_start_index': 3492, 'raw_consumed': 0, 'summary_in_size': 3491, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 0.9981937976394767, 'median_limit': 3490, 'cost_limit': 3482.8139672258876, 'winner_processed_items': 3490, 'winner_raw_points_read': 0, 'winner_num_centers': 3490, 'winner_cost': 0.0, 'num_parallel_runs': 20}, {'phase': 5, 'Li': 163.25690471371348, 'raw_start_index': 3493, 'raw_consumed': 1, 'summary_in_size': 3491, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 1.497290696459215, 'median_limit': 3490, 'cost_limit': 5224.220950838831, 'winner_processed_items': 3492, 'winner_raw_points_read': 1, 'winner_num_centers': 3490, 'winner_cost': 2.4525511255304764, 'num_parallel_runs': 20}, {'phase': 6, 'Li': 244.88535707057022, 'raw_start_index': 3494, 'raw_consumed': 6, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 2.2459360446888224, 'median_limit': 3490, 'cost_limit': 7836.331426258247, 'winner_processed_items': 3496, 'winner_raw_points_read': 6, 'winner_num_centers': 3490, 'winner_cost': 10.548560991266093, 'num_parallel_runs': 20}, {'phase': 7, 'Li': 367.32803560585535, 'raw_start_index': 3500, 'raw_consumed': 18, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 3.3689040670332338, 'median_limit': 3490, 'cost_limit': 11754.497139387371, 'winner_processed_items': 3508, 'winner_raw_points_read': 18, 'winner_num_centers': 3490, 'winner_cost': 39.73783114013769, 'num_parallel_runs': 20}, {'phase': 8, 'Li': 550.992053408783, 'raw_start_index': 3518, 'raw_consumed': 47, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 5.053356100549851, 'median_limit': 3490, 'cost_limit': 17631.745709081057, 'winner_processed_items': 3537, 'winner_raw_points_read': 47, 'winner_num_centers': 3490, 'winner_cost': 158.33374038791587, 'num_parallel_runs': 20}, {'phase': 9, 'Li': 826.4880801131745, 'raw_start_index': 3565, 'raw_consumed': 67, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 7.580034150824776, 'median_limit': 3490, 'cost_limit': 26447.618563621585, 'winner_processed_items': 3557, 'winner_raw_points_read': 67, 'winner_num_centers': 3490, 'winner_cost': 298.49376892883606, 'num_parallel_runs': 20}, {'phase': 10, 'Li': 1239.7321201697619, 'raw_start_index': 3632, 'raw_consumed': 78, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 11.370051226237164, 'median_limit': 3490, 'cost_limit': 39671.42784543238, 'winner_processed_items': 3568, 'winner_raw_points_read': 78, 'winner_num_centers': 3490, 'winner_cost': 496.65748859445796, 'num_parallel_runs': 20}, {'phase': 11, 'Li': 1859.5981802546428, 'raw_start_index': 3710, 'raw_consumed': 131, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 17.055076839355745, 'median_limit': 3490, 'cost_limit': 59507.14176814857, 'winner_processed_items': 3621, 'winner_raw_points_read': 131, 'winner_num_centers': 3490, 'winner_cost': 1315.6216546478115, 'num_parallel_runs': 20}, {'phase': 12, 'Li': 2789.397270381964, 'raw_start_index': 3841, 'raw_consumed': 313, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 25.58261525903362, 'median_limit': 3490, 'cost_limit': 89260.71265222285, 'winner_processed_items': 3803, 'winner_raw_points_read': 313, 'winner_num_centers': 3490, 'winner_cost': 4856.865947212666, 'num_parallel_runs': 20}, {'phase': 13, 'Li': 4184.095905572946, 'raw_start_index': 4154, 'raw_consumed': 778, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 38.37392288855043, 'median_limit': 3490, 'cost_limit': 133891.06897833428, 'winner_processed_items': 4268, 'winner_raw_points_read': 778, 'winner_num_centers': 3490, 'winner_cost': 16922.936401290008, 'num_parallel_runs': 20}, {'phase': 14, 'Li': 6276.143858359419, 'raw_start_index': 4932, 'raw_consumed': 1904, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 57.560884332825644, 'median_limit': 3490, 'cost_limit': 200836.6034675014, 'winner_processed_items': 5394, 'winner_raw_points_read': 1904, 'winner_num_centers': 3490, 'winner_cost': 52546.4580470276, 'num_parallel_runs': 20}, {'phase': 15, 'Li': 9414.215787539128, 'raw_start_index': 6836, 'raw_consumed': 3885, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 86.34132649923846, 'median_limit': 3490, 'cost_limit': 301254.9052012521, 'winner_processed_items': 7375, 'winner_raw_points_read': 3885, 'winner_num_centers': 3490, 'winner_cost': 117808.60498703712, 'num_parallel_runs': 20}, {'phase': 16, 'Li': 14121.323681308691, 'raw_start_index': 10721, 'raw_consumed': 6675, 'summary_in_size': 3490, 'summary_out_size': 3490, 'chunk_size': 8192, 'facility_cost': 129.51198974885767, 'median_limit': 3490, 'cost_limit': 451882.3578018781, 'winner_processed_items': 10165, 'winner_raw_points_read': 6675, 'winner_num_centers': 3490, 'winner_cost': 208196.64956673596, 'num_parallel_runs': 20}, {'phase': 17, 'Li': 21181.985521963037, 'raw_start_index': 17396, 'raw_consumed': 2604, 'summary_in_size': 3490, 'summary_out_size': 2536, 'chunk_size': 8192, 'facility_cost': 194.26798462328654, 'median_limit': 3490, 'cost_limit': 677823.5367028172, 'winner_processed_items': 6094, 'winner_raw_points_read': 2604, 'winner_num_centers': 2536, 'winner_cost': 141278.66167667313, 'num_parallel_runs': 20}]",20000.0,,,,,,,44.82624,10.0,1034688.0,20000.0,0.46539,0.57176,446.16716,42.0,insertion-only,Kmeans_sweep
KMeans(sk),0.28624,1.0,881818.875,50.0,real_mnist_pca50,,,,,,,,,,,,,,,,,,,,,80918271.0,,20000.0,,,,,,,14226.82842,10.0,4082000.0,20000.0,0.42846,0.0,1.40579,77.0,insertion-only,Kmeans_sweep
[Ailon2009] Streaming k-means,0.02939,1.41024,1243582.625,50.0,real_mnist_pca50,Ailon2009 tuned (no refinement),409.88916,,,8192.0,1.0,3.0,,,,,,,,,,,30.0,,,3061714.0,,20000.0,,1.0,10.0,,,90.0,16032.33915,10.0,18720.0,20000.0,0.11102,41.02472,1.24747,77.0,insertion-only,Kmeans_sweep
[Boutsidis2014] RandomProj Streaming,0.05054,1.05961,934386.05734,50.0,real_mnist_pca50,,134.3407,,2.0,8192.0,,,0.0,50.0,,2.5,,,,,,,,batch_stream_wrapper,,11395241.0,,20000.0,10.0,,,0.0,,,42463.15153,10.0,6480.0,20000.0,0.08551,5.96122,0.47099,77.0,insertion-only,Kmeans_sweep
[Guha2002] Streaming k-means,0.30161,1.01266,892986.02498,50.0,real_mnist_pca50,,449.88823,,,8192.0,,,,,,,,,,2.0,3.0,32.0,,,,14637071.0,,20000.0,,,,,64.0,,13202.36324,10.0,26112.0,20000.0,0.46708,1.26637,1.51488,77.0,insertion-only,Kmeans_sweep
